MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RISK_MM,WindGustDir_ENE,WindGustDir_ESE,WindGustDir_N,WindGustDir_NE,WindGustDir_NNE,WindGustDir_NNW,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SSE,WindGustDir_SSW,WindGustDir_SW,WindGustDir_W,WindGustDir_WNW,WindGustDir_WSW,WindDir9am_ENE,WindDir9am_ESE,WindDir9am_N,WindDir9am_NE,WindDir9am_NNE,WindDir9am_NNW,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SSE,WindDir9am_SSW,WindDir9am_SW,WindDir9am_W,WindDir9am_WNW,WindDir9am_WSW,WindDir3pm_ENE,WindDir3pm_ESE,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NNE,WindDir3pm_NNW,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SSE,WindDir3pm_SSW,WindDir3pm_SW,WindDir3pm_W,WindDir3pm_WNW,WindDir3pm_WSW,RainToday_Yes,RainTomorrow_Yes,MaxTemp_squared
15.3,19.6,18.8,5.0,0.0,33.0,9.0,13,92,88,1008.7,1006.0,8,8,18.0,18.6,12.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,384.1600000000001
17.2,24.7,12.2,1.4,8.1,50.0,19.0,28,80,71,1004.9,1004.0,7,8,19.4,21.9,0.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,610.0899999999999
15.9,19.9,0.8,5.6,1.6,48.0,17.0,22,73,58,1011.4,1012.1,8,7,17.4,18.6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,396.00999999999993
10.0,22.5,0.0,4.4,11.6,33.0,11.0,7,55,46,1018.7,1016.8,1,2,14.7,22.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,506.25
9.9,24.4,0.0,5.8,10.8,28.0,7.0,7,60,38,1021.6,1019.2,1,4,16.2,22.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,595.3599999999999
10.3,27.8,0.0,6.4,9.9,35.0,6.0,11,64,29,1021.3,1018.1,3,6,17.0,26.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,772.84
15.4,25.7,0.0,6.8,8.2,41.0,9.0,17,67,32,1020.1,1016.9,7,7,17.6,24.6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,660.49
12.7,28.8,0.0,7.4,9.0,28.0,4.0,7,70,28,1016.5,1012.4,1,5,18.3,28.3,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,829.44
13.2,31.3,0.0,6.6,11.6,46.0,4.0,26,71,28,1013.1,1009.5,1,4,19.7,30.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,979.69
15.3,33.2,0.0,9.4,13.2,44.0,4.0,24,60,18,1013.9,1012.0,0,1,22.4,32.1,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1102.2400000000002
17.9,33.9,0.0,10.4,11.8,46.0,6.0,11,72,22,1017.4,1014.6,1,1,19.8,32.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1149.2099999999998
18.0,34.9,0.0,9.2,9.9,69.0,6.0,13,68,29,1018.0,1013.7,1,6,22.2,33.1,5.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1218.01
17.6,27.8,5.2,10.2,3.6,39.0,13.0,13,66,49,1014.6,1012.8,7,8,21.4,26.3,2.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,772.84
16.0,23.8,2.2,5.4,6.2,30.0,11.0,11,73,49,1018.9,1017.1,8,7,16.5,22.9,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,566.44
14.9,28.8,0.0,5.8,8.1,30.0,7.0,11,71,44,1018.2,1014.5,7,2,19.1,27.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,829.44
17.1,29.6,0.0,5.8,9.2,48.0,9.0,17,67,38,1016.7,1012.8,6,7,21.7,29.1,1.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,876.1600000000001
18.2,22.6,1.8,8.0,0.0,33.0,7.0,13,92,76,1014.4,1011.5,8,8,18.5,22.1,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,510.76000000000005
16.8,22.8,9.0,2.8,0.3,30.0,7.0,11,88,71,1010.0,1007.8,8,8,18.4,21.5,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,519.84
13.6,27.4,1.0,2.8,8.0,52.0,6.0,24,77,41,1002.1,997.5,4,7,18.7,26.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,750.7599999999999
14.5,24.2,0.0,6.8,5.9,61.0,11.0,20,76,76,999.4,998.9,7,7,17.9,20.3,16.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,585.64
12.4,19.9,16.2,5.4,5.6,41.0,7.0,20,75,58,1007.6,1005.0,7,7,13.6,18.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,396.00999999999993
10.4,20.9,0.0,4.0,8.9,33.0,15.0,17,65,51,1007.7,1006.8,6,6,13.8,18.7,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,436.80999999999995
9.1,23.1,0.0,5.8,9.6,41.0,17.0,13,66,37,1013.6,1011.4,1,7,14.0,21.4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,533.61
8.9,26.0,0.0,5.0,10.7,31.0,7.0,13,74,34,1016.1,1011.7,1,5,14.6,24.2,4.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,676.0
14.5,24.2,4.4,6.6,5.9,48.0,9.0,17,95,60,1010.8,1006.8,8,5,15.8,22.6,11.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,585.64
12.6,18.2,11.0,3.2,0.4,30.0,13.0,15,81,73,1010.0,1011.0,7,8,16.3,16.8,0.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,331.23999999999995
8.6,24.2,0.2,2.8,12.7,33.0,11.0,9,63,37,1017.5,1015.1,1,1,13.7,22.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,585.64
10.8,25.2,0.0,5.6,12.6,35.0,7.0,7,69,32,1020.2,1016.7,1,1,15.0,24.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,635.04
11.2,26.1,0.0,7.2,12.6,39.0,7.0,19,71,40,1022.9,1020.0,1,1,15.3,24.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,681.21
12.1,24.1,0.0,7.4,10.2,46.0,9.0,13,64,46,1025.2,1021.4,7,1,15.4,22.5,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,580.8100000000001
10.8,25.8,0.0,6.8,11.7,31.0,7.0,11,72,42,1021.3,1017.4,5,4,17.2,24.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,665.64
11.4,27.1,0.0,5.6,12.1,33.0,6.0,15,69,38,1017.6,1012.8,1,2,16.9,26.1,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,734.4100000000001
12.0,28.9,0.0,7.2,8.2,39.0,2.0,9,78,31,1012.2,1009.1,2,7,17.4,28.6,1.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,835.2099999999999
16.3,24.8,1.8,7.8,3.8,50.0,4.0,7,88,56,1011.8,1008.4,7,7,17.5,24.0,6.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,615.0400000000001
12.7,28.6,6.6,3.2,8.6,50.0,9.651810584958218,28,78,42,1008.3,1002.3,5,5,16.5,27.4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,817.96
12.7,25.1,0.0,7.8,12.4,46.0,20.0,26,57,32,1007.4,1005.4,1,1,15.7,24.5,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,630.0100000000001
12.0,23.8,0.0,10.4,12.4,44.0,15.0,30,54,34,1007.9,1007.2,0,1,15.1,22.9,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,566.44
11.5,25.9,0.0,5.2,10.2,44.0,9.0,7,70,35,1016.4,1014.3,6,2,15.8,24.3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,670.81
13.0,28.2,0.0,5.0,11.6,44.0,4.0,17,74,27,1017.6,1014.4,3,6,17.4,27.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,795.24
11.7,27.6,0.0,7.8,8.1,48.0,9.651810584958218,30,74,25,1013.6,1009.1,2,6,17.6,26.8,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,761.7600000000001
14.8,17.3,0.0,7.6,0.8,48.0,13.0,13,74,78,1010.0,1009.9,7,7,15.7,15.3,10.4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,299.29
7.7,18.4,10.4,5.2,12.0,48.0,24.0,17,58,34,1015.5,1014.5,5,1,10.6,16.8,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,338.55999999999995
4.4,21.8,0.0,6.2,12.1,35.0,15.0,15,60,31,1020.8,1019.3,1,1,11.7,20.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,475.24
7.4,24.4,0.0,6.2,11.6,35.0,7.0,11,65,37,1026.3,1023.2,0,2,12.2,22.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,595.3599999999999
8.3,27.3,0.0,5.6,10.1,35.0,6.0,9,78,28,1025.4,1020.4,1,1,13.8,25.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,745.2900000000001
10.1,28.2,0.0,6.0,7.3,39.0,6.0,7,72,28,1021.1,1018.2,1,7,15.6,27.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,795.24
12.0,27.6,0.0,6.0,11.0,46.0,7.0,6,69,35,1025.5,1022.2,1,1,15.7,26.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,761.7600000000001
12.9,31.8,0.0,6.0,11.3,41.0,6.0,9,76,24,1023.9,1019.3,2,3,17.4,30.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1011.24
10.8,29.2,0.0,8.4,7.5,50.0,9.651810584958218,9,56,34,1021.6,1017.7,0,7,17.5,27.7,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,852.64
9.5,27.4,3.0,4.8,11.5,24.0,6.0,9,79,39,1024.7,1020.7,1,7,14.0,24.9,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,750.7599999999999
12.1,27.8,0.0,5.0,11.5,41.0,7.0,11,66,33,1024.8,1023.1,0,1,17.8,27.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,772.84
12.5,31.7,0.0,6.6,11.2,24.0,6.0,9,74,28,1024.9,1020.4,1,1,17.2,30.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1004.89
13.9,34.7,0.0,6.4,8.5,46.0,11.0,7,50,18,1022.8,1019.3,0,3,20.2,32.7,0.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1204.0900000000001
13.3,31.7,0.2,7.8,11.0,44.0,6.0,28,80,23,1021.6,1017.6,2,5,17.5,30.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1004.89
13.2,33.1,0.0,8.6,9.7,39.0,7.0,7,91,18,1020.9,1017.7,7,1,16.1,31.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1095.6100000000001
12.3,33.8,0.0,7.2,11.3,22.0,9.0,13,57,15,1022.6,1019.1,0,1,17.9,32.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1142.4399999999998
13.8,35.2,0.0,6.4,11.2,48.0,7.0,4,47,15,1022.5,1019.3,5,2,21.4,34.1,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1239.0400000000002
11.3,32.3,0.0,9.4,11.4,28.0,4.0,6,44,17,1024.3,1020.7,5,2,18.2,30.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1043.2899999999997
11.7,30.2,0.0,7.8,11.2,33.0,9.0,13,73,22,1024.3,1020.6,1,0,17.7,28.8,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,912.04
12.5,29.9,0.0,5.8,10.7,43.0,0.0,19,76,30,1022.7,1018.8,0,1,16.8,29.2,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,894.0099999999999
15.1,26.2,0.0,9.0,9.8,31.0,4.0,15,59,48,1022.1,1018.7,1,4,19.7,24.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,686.4399999999999
11.5,29.3,0.0,5.2,8.0,46.0,0.0,26,76,35,1013.8,1009.4,7,7,17.1,27.6,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,858.49
13.0,14.8,0.0,8.2,0.0,30.0,9.0,17,77,62,1017.4,1019.3,7,8,13.3,13.9,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,219.04000000000002
11.6,19.6,0.0,2.8,1.6,33.0,6.0,17,71,64,1023.6,1021.8,7,8,14.0,17.9,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,384.1600000000001
12.8,24.9,0.0,2.4,6.2,30.0,6.0,7,76,44,1023.2,1019.3,7,6,15.5,24.2,0.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,620.0099999999999
15.5,22.4,0.6,4.8,1.9,28.0,6.0,19,89,68,1018.7,1015.4,8,7,17.1,21.1,6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,501.75999999999993
13.1,17.4,6.4,2.8,0.0,43.0,11.0,20,94,93,1010.2,1006.5,8,8,16.4,16.6,19.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,302.75999999999993
12.6,20.2,19.8,2.6,9.1,46.0,17.0,20,76,50,1007.9,1008.4,5,4,15.1,17.4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,408.03999999999996
4.4,18.3,0.0,4.6,9.6,33.0,7.0,17,80,36,1014.8,1012.6,1,2,8.4,17.4,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,334.89000000000004
4.4,18.2,0.0,3.6,11.0,31.0,7.0,19,78,35,1017.4,1015.0,1,3,9.2,17.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,331.23999999999995
7.1,18.5,0.0,3.4,10.0,57.0,9.0,22,90,30,1015.1,1011.3,6,6,8.8,18.2,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,342.25
4.2,18.9,0.0,6.4,10.8,50.0,6.0,31,60,34,1011.2,1009.3,3,2,11.2,18.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,357.2099999999999
9.6,18.8,0.0,6.4,10.0,57.0,19.0,26,54,42,1012.7,1013.0,2,5,13.1,16.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,353.44000000000005
3.5,21.8,0.0,6.0,10.3,22.0,7.0,11,72,34,1023.9,1021.2,0,1,8.7,21.2,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,475.24
5.3,23.3,0.0,3.6,5.6,83.0,2.0,37,90,26,1018.0,1010.5,1,8,9.5,22.5,2.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,542.89
7.0,14.3,2.6,9.6,9.7,63.0,26.0,33,68,40,1010.3,1012.7,1,3,9.1,13.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,204.49
0.4,18.9,0.0,4.8,9.6,22.0,6.0,7,77,33,1021.2,1019.1,0,1,5.2,17.6,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,357.2099999999999
3.2,21.4,0.0,3.2,10.6,26.0,7.0,7,76,27,1025.2,1022.3,0,1,8.2,20.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,457.9599999999999
5.9,21.8,0.0,2.8,9.3,35.0,7.0,11,70,35,1028.0,1024.1,1,5,12.9,20.8,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,475.24
8.1,20.5,0.0,3.8,7.8,31.0,11.0,11,66,48,1027.8,1024.0,1,5,14.9,19.5,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,420.25
6.9,18.9,0.0,4.2,4.1,39.0,15.0,9,68,45,1028.2,1025.4,5,4,13.8,17.8,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,357.2099999999999
5.6,19.5,0.0,2.8,6.8,17.0,9.0,6,69,49,1025.7,1021.8,6,4,14.3,18.6,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,380.25
7.2,22.9,0.0,2.2,9.5,26.0,4.0,6,82,28,1023.1,1019.2,1,1,14.0,22.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,524.41
